		GENOME: 1004954.6	GENOME: 520487.6	GENOME: 29461.21
FAMILY: PGF_00401071	FAMILY Name: membrane c-type cytochrome cy	1	8	1
FAMILY: PGF_00401190	FAMILY Name: Beta-(1-->2)glucan export ATP-binding/permease protein NdvA (EC 3.6.3.42)	1	8	1
FAMILY: PGF_00401752	FAMILY Name: 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase (EC 2.1.1.201)	1	8	1
FAMILY: PGF_00402034	FAMILY Name: outer membrane autotransporter	2	16	2
FAMILY: PGF_00402103	FAMILY Name: Beta-ketoadipate enol-lactone hydrolase (EC 3.1.1.24)	1	8	0
FAMILY: PGF_00402268	FAMILY Name: oxidoreductase of aldo/keto reductase family, subgroup 1	1	8	1
FAMILY: PGF_00402817	FAMILY Name: Betaine aldehyde dehydrogenase (EC 1.2.1.8)	1	8	1
FAMILY: PGF_00403762	FAMILY Name: Hydrolase, alpha/beta fold family	1	8	1
FAMILY: PGF_00403769	FAMILY Name: predicted biotin regulatory protein BioR (GntR family)	1	8	1
FAMILY: PGF_00403906	FAMILY Name: Efflux ABC transporter, permease/ATP-binding protein Atu2242	2	16	1
FAMILY: PGF_00403997	FAMILY Name: Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57) @ Histidinol-phosphate aminotransferase (EC 2.6.1.9)	1	8	1
FAMILY: PGF_00404078	FAMILY Name: Biotin carboxyl carrier protein of acetyl-CoA carboxylase	1	8	1
FAMILY: PGF_00404194	FAMILY Name: probable exported protein STY0357	1	8	1
FAMILY: PGF_00404256	FAMILY Name: Biotin carboxylase of acetyl-CoA carboxylase (EC 6.3.4.14)	1	8	1
FAMILY: PGF_00404293	FAMILY Name: probable integral membrane protein Cj1412c	1	8	1
FAMILY: PGF_00404295	FAMILY Name: probable integral membrane protein Cj1412c	1	8	1
FAMILY: PGF_00404384	FAMILY Name: Biotin synthase (EC 2.8.1.6)	1	8	1
FAMILY: PGF_00404491	FAMILY Name: probable periplasmic protein Cj0610c {imported} - Campylobacter jejuni (strain NCTC 11168)	1	8	1
FAMILY: PGF_00404536	FAMILY Name: Biotin synthesis protein BioZ	1	8	1
FAMILY: PGF_00404660	FAMILY Name: Dioxygenases related to 2-nitropropane dioxygenase	1	8	1
FAMILY: PGF_00404703	FAMILY Name: probably aromatic ring hydroxylating enzyme, evidenced by COGnitor; PaaD-like protein (DUF59) involved in Fe-S cluster assembly	1	8	1
FAMILY: PGF_00404743	FAMILY Name: Biphenyl-2,3-diol 1,2-dioxygenase III (EC 1.13.11.39)	1	8	1
FAMILY: PGF_00404817	FAMILY Name: Bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) (EC 3.6.1.17)	1	8	1
FAMILY: PGF_00405028	FAMILY Name: protein of unknown function DUF1498	1	8	1
FAMILY: PGF_00405721	FAMILY Name: Tyrosine-protein kinase (EC 2.7.10.2)	1	8	1
FAMILY: PGF_00406608	FAMILY Name: putative cox locus protein	1	8	1
FAMILY: PGF_00406609	FAMILY Name: Putative Zn-dependent protease, contains TPR repeats	1	8	1
FAMILY: PGF_00406692	FAMILY Name: 2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2)	1	8	1
FAMILY: PGF_00407093	FAMILY Name: putative fimbrial subunit PilA	1	8	1
FAMILY: PGF_00407331	FAMILY Name: Histidinol-phosphatase [alternative form] (EC 3.1.3.15)	1	8	1
FAMILY: PGF_00408042	FAMILY Name: putative lipoprotein	1	8	1
FAMILY: PGF_00408083	FAMILY Name: putative lipoprotein	1	8	1
FAMILY: PGF_00408479	FAMILY Name: putative lipoprotein	1	8	1
FAMILY: PGF_00408761	FAMILY Name: putative membrane protein	1	8	1
FAMILY: PGF_00408944	FAMILY Name: putative membrane protein	1	8	1
FAMILY: PGF_00409921	FAMILY Name: putative oxoacyl-(acyl carrier protein) reductase	1	8	1
FAMILY: PGF_00410540	FAMILY Name: putative secreted protein	1	8	1
FAMILY: PGF_00410883	FAMILY Name: Single-stranded DNA-binding protein	1	8	1
FAMILY: PGF_00412163	FAMILY Name: Branched-chain alpha-keto acid dehydrogenase, E1 component, alpha subunit (EC 1.2.4.4) / Branched-chain alpha-keto acid dehydrogenase, E1 component, beta subunit (EC 1.2.4.4)	3	24	2
FAMILY: PGF_00412178	FAMILY Name: Branched-chain alpha-keto acid dehydrogenase, E1 component, beta subunit (EC 1.2.4.4)	1	8	1
FAMILY: PGF_00412288	FAMILY Name: Branched-chain amino acid ABC transporter, periplasmic amino acid-binding protein, putative	1	8	1
FAMILY: PGF_00412310	FAMILY Name: sigma-54 dependent DNA-binding response regulator	1	8	1
FAMILY: PGF_00412575	FAMILY Name: Branched-chain amino acid transport protein (AzlD)	1	8	1
FAMILY: PGF_00412703	FAMILY Name: Branched-chain amino acid transport system permease protein LivM / Branched-chain amino acid transport atp-binding protein LivG	1	8	1
FAMILY: PGF_00412826	FAMILY Name: spore-cortex-lytic enzyme prepeptide precursor	1	8	1
FAMILY: PGF_00412885	FAMILY Name: Lipopolysaccharide core biosynthesis mannosyltransferase WadC	1	8	1
FAMILY: PGF_00412900	FAMILY Name: Brucella protein BruAb1_0660	1	8	1
FAMILY: PGF_00413203	FAMILY Name: tRNA (cytidine(34)-2'-O)-methyltransferase (EC 2.1.1.207)	1	8	1
FAMILY: PGF_00413208	FAMILY Name: tRNA (guanine(37)-N(1))-methyltransferase (EC 2.1.1.228)	1	8	1
FAMILY: PGF_00413250	FAMILY Name: tRNA 5-methylaminomethyl-2-thiouridine synthesis sulfur carrier protein TusA	1	8	1
FAMILY: PGF_00413266	FAMILY Name: tRNA-dihydrouridine(20/20a) synthase (EC 1.3.1.91)	1	8	1
FAMILY: PGF_00413284	FAMILY Name: tRNA proofreading protein STM4549	1	8	1
FAMILY: PGF_00413290	FAMILY Name: tRNA pseudouridine(38-40) synthase (EC 5.4.99.12)	1	8	1
FAMILY: PGF_00413295	FAMILY Name: tRNA pseudouridine(55) synthase (EC 5.4.99.25)	1	8	1
FAMILY: PGF_00413298	FAMILY Name: tRNA t(6)A37-methylthiotransferase (EC 2.8.4.5)	1	8	1
FAMILY: PGF_00413300	FAMILY Name: tRNA-5-carboxymethylaminomethyl-2-thiouridine(34) synthesis protein MnmG	1	8	1
FAMILY: PGF_00413306	FAMILY Name: tRNA(Cytosine32)-2-thiocytidine synthetase	1	8	1
FAMILY: PGF_00413351	FAMILY Name: tRNA-specific adenosine-34 deaminase (EC 3.5.4.33)	1	8	1
FAMILY: PGF_00413503	FAMILY Name: thiamine-phosphate pyrophosphorylase, putative	1	8	1
FAMILY: PGF_00413554	FAMILY Name: tmRNA-binding protein SmpB	1	8	1
FAMILY: PGF_00413742	FAMILY Name: C-di-GMP phosphodiesterase A-related protein	1	8	1
FAMILY: PGF_00414085	FAMILY Name: transposition protein, putative	1	8	1
FAMILY: PGF_00414310	FAMILY Name: Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)	1	8	1
FAMILY: PGF_00414710	FAMILY Name: Pyrimidine permease	1	8	1
FAMILY: PGF_00414926	FAMILY Name: CCA tRNA nucleotidyltransferase (EC 2.7.7.72)	1	8	1
FAMILY: PGF_00415045	FAMILY Name: L-arabinose ABC transporter, permease protein AraH	1	8	1
FAMILY: PGF_00415074	FAMILY Name: CLC voltage-gated chloride channel	1	8	1
FAMILY: PGF_00415118	FAMILY Name: Thiamine pyrophosphate-requiring enzymes	1	8	1
FAMILY: PGF_00415150	FAMILY Name: 23S rRNA (adenine(2030)-N(6))-methyltransferase (EC 2.1.1.266)	1	8	1
FAMILY: PGF_00415243	FAMILY Name: (U62541) immunoreactive 14 kDa protein BA14k	1	8	1
FAMILY: PGF_00415481	FAMILY Name: SAM-dependent methyltransferase, MidA	1	8	1
FAMILY: PGF_00415486	FAMILY Name: 23S rRNA (pseudouridine(1915)-N(3))-methyltransferase (EC 2.1.1.177)	1	8	1
FAMILY: PGF_00415498	FAMILY Name: COG1649 predicted glycoside hydrolase	1	8	1
FAMILY: PGF_00415551	FAMILY Name: COG1896: Predicted hydrolases of HD superfamily	1	8	1
FAMILY: PGF_00415571	FAMILY Name: COG2041: Sulfite oxidase and related enzymes	1	8	1
FAMILY: PGF_00415581	FAMILY Name: 23S rRNA (uridine(2552)-2'-O)-methyltransferase (EC 2.1.1.166)	1	8	1
FAMILY: PGF_00415607	FAMILY Name: (U95165) OrfY	1	8	1
FAMILY: PGF_00415637	FAMILY Name: COG2740: Predicted nucleic-acid-binding protein implicated in transcription termination / Ribosomal protein L7Ae family protein YlxQ	1	8	1
FAMILY: PGF_00415649	FAMILY Name: COG2827: putative endonuclease containing a URI domain	1	8	1
FAMILY: PGF_00415652	FAMILY Name: FIG00005326: uncharacterized protein	1	8	1
FAMILY: PGF_00415671	FAMILY Name: 23S ribosomal RNA methyltransferase	1	8	1
FAMILY: PGF_00415840	FAMILY Name: COGs COG3339	1	8	1
FAMILY: PGF_00415856	FAMILY Name: COGs COG3777	1	8	1
FAMILY: PGF_00415936	FAMILY Name: 2Fe-2S ferredoxins, iron-sulfur binding protein	1	8	1
FAMILY: PGF_00416115	FAMILY Name: Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	1	8	1
FAMILY: PGF_00416129	FAMILY Name: CTP synthase (EC 6.3.4.2)	1	8	1
FAMILY: PGF_00416197	FAMILY Name: Calcium/iron-binding protein	1	8	1
FAMILY: PGF_00416215	FAMILY Name: Candidate type III effector Hop protein	1	8	1
FAMILY: PGF_00416410	FAMILY Name: Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)	1	8	1
FAMILY: PGF_00416525	FAMILY Name: Carbonic anhydrase, beta class (EC 4.2.1.1)	2	16	2
FAMILY: PGF_00416552	FAMILY Name: Carboxylate/Amino Acid/Amine Transporter, membrane protein	1	8	1
FAMILY: PGF_00416622	FAMILY Name: Carboxynorspermidine decarboxylase (EC 4.1.1.96)	1	8	1
FAMILY: PGF_00416623	FAMILY Name: Carboxynorspermidine synthase (EC 1.5.1.43)	1	8	1
FAMILY: PGF_00416674	FAMILY Name: 3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12) / GTP cyclohydrolase II (EC 3.5.4.25)	1	8	1
FAMILY: PGF_00416830	FAMILY Name: CblY, a non-orthologous displacement for alpha-ribazole-5'-phosphate phosphatase	1	8	2
FAMILY: PGF_00416864	FAMILY Name: Cell cycle transcriptional regulator CtrA	1	8	1
FAMILY: PGF_00417009	FAMILY Name: Cell division protein FtsL	1	8	1
FAMILY: PGF_00417043	FAMILY Name: Cell division protein FtsQ	1	8	1
FAMILY: PGF_00417249	FAMILY Name: Cell wall hydrolyses involved in spore germination	1	8	1
FAMILY: PGF_00417366	FAMILY Name: Cellulose synthase catalytic subunit [UDP-forming] (EC 2.4.1.12)	1	8	1
FAMILY: PGF_00417376	FAMILY Name: 3-carboxy-cis,cis-muconate cycloisomerase (EC 5.5.1.2)	1	8	0
FAMILY: PGF_00417429	FAMILY Name: Chaperone protein DnaJ	1	8	1
FAMILY: PGF_00417433	FAMILY Name: Chaperone protein DnaK	1	8	1
FAMILY: PGF_00417457	FAMILY Name: Chaperone required for the assembly of the mitochondrial F1-ATPase	1	8	1
FAMILY: PGF_00417552	FAMILY Name: Chemotaxis protein motC	2	16	1
FAMILY: PGF_00417577	FAMILY Name: 3-dehydroquinate dehydratase II (EC 4.2.1.10)	1	8	1
FAMILY: PGF_00417658	FAMILY Name: 3-dehydroquinate synthase (EC 4.2.3.4)	1	8	1
FAMILY: PGF_00417755	FAMILY Name: 3-demethylubiquinol 3-O-methyltransferase (EC 2.1.1.64) @ 2-polyprenyl-6-hydroxyphenyl methylase (EC 2.1.1.222)	1	8	1
FAMILY: PGF_00417800	FAMILY Name: Choloylglycine hydrolase (EC 3.5.1.24)	1	8	1
FAMILY: PGF_00417816	FAMILY Name: Chorismate mutase I (EC 5.4.99.5)	1	8	1
FAMILY: PGF_00417840	FAMILY Name: Chorismate synthase (EC 4.2.3.5)	1	8	1
FAMILY: PGF_00418045	FAMILY Name: Chromosome segregation ATPases	1	8	1
FAMILY: PGF_00418054	FAMILY Name: CidA-associated membrane protein CidB	1	8	1
FAMILY: PGF_00418128	FAMILY Name: 3-deoxy-manno-octulosonate cytidylyltransferase (EC 2.7.7.38)	1	8	1
FAMILY: PGF_00418178	FAMILY Name: Co2 transporter containing CBS domains	1	8	1
FAMILY: PGF_00418244	FAMILY Name: Cob(I)alamin adenosyltransferase (EC 2.5.1.17) @ Cob(I)alamin adenosyltransferase (EC 2.5.1.17), clustered with cobalamin synthesis	1	8	1
FAMILY: PGF_00418252	FAMILY Name: CobW GTPase involved in cobalt insertion for B12 biosynthesis	1	8	1
FAMILY: PGF_00418254	FAMILY Name: Cobalamin biosynthesis protein BluB @ 5,6-dimethylbenzimidazole synthase, flavin destructase family	1	8	1
FAMILY: PGF_00418262	FAMILY Name: 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35) @ 17hydroxysteroid dehydrogenase type 10 (HSD10)-like	1	8	1
FAMILY: PGF_00418266	FAMILY Name: Cobalamin synthesis protein/P47K family protein	1	8	1
FAMILY: PGF_00418368	FAMILY Name: Cobyric acid synthase (EC 6.3.5.10)	1	8	1
FAMILY: PGF_00418406	FAMILY Name: 3-hydroxyacyl-[acyl-carrier-protein] dehydratase, FabA form (EC 4.2.1.59) @ Trans-2-decenoyl-[acyl-carrier-protein] isomerase (EC 5.3.3.14)	1	8	1
FAMILY: PGF_00418542	FAMILY Name: Glycosyltransferase	2	16	1
FAMILY: PGF_00418583	FAMILY Name: Cold shock protein of CSP family => dimer	1	8	1
FAMILY: PGF_00418626	FAMILY Name: 3-hydroxybutyryl-CoA dehydratase (EC 4.2.1.55)	1	8	1
FAMILY: PGF_00418658	FAMILY Name: Colicin V production protein	1	8	1
FAMILY: PGF_00418710	FAMILY Name: Uncharacterized protease YhbU	1	8	1
FAMILY: PGF_00418744	FAMILY Name: Common-antigen	1	8	1
FAMILY: PGF_00418944	FAMILY Name: Conjugative transfer protein TrbL	1	8	1
FAMILY: PGF_00419415	FAMILY Name: Conserved hypothetical protein potentially related to ribose or hydroxymethylpyrimidine metabolism	1	8	1
FAMILY: PGF_00419419	FAMILY Name: Conserved hypothetical protein probably involved in sulfate reduction	1	8	1
FAMILY: PGF_00419420	FAMILY Name: 3-isopropylmalate dehydratase large subunit (EC 4.2.1.33)	1	8	1
FAMILY: PGF_00419435	FAMILY Name: Conserved membrane protein in copper uptake, YcnI / Copper metallochaperone PCu(A)C, inserts Cu(I) into cytochrome oxidase subunit II	1	8	1
FAMILY: PGF_00419487	FAMILY Name: Conserved uncharacterized protein CreA	1	8	1
FAMILY: PGF_00419526	FAMILY Name: Copper chaperone	1	8	1
FAMILY: PGF_00419596	FAMILY Name: Copper-containing nitrite reductase (EC 1.7.2.1)	1	8	1
FAMILY: PGF_00419627	FAMILY Name: Coproporphyrinogen III oxidase, aerobic (EC 1.3.3.3)	1	8	1
FAMILY: PGF_00419628	FAMILY Name: Coproporphyrinogen III oxidase, oxygen-independent (EC 1.3.99.22)	2	16	2
FAMILY: PGF_00419694	FAMILY Name: Creatinine amidohydrolase (EC 3.5.2.10)	1	8	1
FAMILY: PGF_00419702	FAMILY Name: Crossover junction endodeoxyribonuclease RuvC (EC 3.1.22.4)	1	8	1
FAMILY: PGF_00419886	FAMILY Name: 3-mercaptopyruvate sulfurtransferase (EC 2.8.1.2)	1	8	1
FAMILY: PGF_00419899	FAMILY Name: Cyclic beta-1,2-glucan synthase (EC 2.4.1.-)	1	8	1
FAMILY: PGF_00419913	FAMILY Name: Cyclic pyranopterin monophosphate synthase accessory protein	1	8	1
FAMILY: PGF_00419915	FAMILY Name: 3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11)	1	8	1
FAMILY: PGF_00420075	FAMILY Name: Cysteine synthase (EC 2.5.1.47)	2	16	1
FAMILY: PGF_00420121	FAMILY Name: Cytidylate kinase (EC 2.7.4.25)	1	8	1
FAMILY: PGF_00420152	FAMILY Name: Cytochrome O ubiquinol oxidase subunit I (EC 1.10.3.-)	1	8	1
FAMILY: PGF_00420155	FAMILY Name: Cytochrome O ubiquinol oxidase subunit III (EC 1.10.3.-)	1	8	1
FAMILY: PGF_00420358	FAMILY Name: Cytochrome c oxidase (cbb3-type) subunit CcoN (EC 1.9.3.1)	1	8	1
FAMILY: PGF_00420363	FAMILY Name: Cytochrome c oxidase (cbb3-type) subunit CcoO (EC 1.9.3.1)	1	8	1
FAMILY: PGF_00420375	FAMILY Name: Cytochrome c oxidase (cbb3-type) subunit CcoQ (EC 1.9.3.1)	1	8	1
FAMILY: PGF_00420482	FAMILY Name: Cytochrome c-type biogenesis protein CcmC, putative heme lyase for CcmE	1	8	1
FAMILY: PGF_00420484	FAMILY Name: Cytochrome c-type biogenesis protein CcmD, interacts with CcmCE	1	8	1
FAMILY: PGF_00420496	FAMILY Name: Cytochrome c heme lyase subunit CcmF	1	8	1
FAMILY: PGF_00420572	FAMILY Name: Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)	1	8	1
FAMILY: PGF_00420582	FAMILY Name: Cytochrome oxidase biogenesis protein Cox11-CtaG, copper delivery to Cox1	1	8	1
FAMILY: PGF_00420584	FAMILY Name: Cytochrome oxidase biogenesis protein Sco1/SenC/PrrC, thiol-disulfide reductase involved in Cu(I) insertion into CoxII Cu(A) center	1	8	1
FAMILY: PGF_00420731	FAMILY Name: Cytosol aminopeptidase PepA (EC 3.4.11.1)	1	8	1
FAMILY: PGF_00420762	FAMILY Name: D-2-hydroxyglutarate dehydrogenase (EC 1.1.99.2)	1	8	1
FAMILY: PGF_00420781	FAMILY Name: D-Lactate dehydrogenase, cytochrome c-dependent (EC 1.1.2.4)	1	8	1
FAMILY: PGF_00420792	FAMILY Name: D-alanine aminotransferase (EC 2.6.1.21)	1	8	1
FAMILY: PGF_00420798	FAMILY Name: D-alanine--D-alanine ligase (EC 6.3.2.4)	2	16	2
FAMILY: PGF_00420862	FAMILY Name: 3-oxoacyl-[acyl-carrier-protein] synthase (EC 2.3.1.41)	1	8	1
FAMILY: PGF_00420891	FAMILY Name: D-aminopeptidase (EC 3.4.11.19)	1	8	1
FAMILY: PGF_00420903	FAMILY Name: D-arabinose 5-phosphate isomerase (EC 5.3.1.13)	1	8	1
FAMILY: PGF_00420913	FAMILY Name: Uncharacterized oxidoreductase YgbJ	1	8	1
FAMILY: PGF_00420947	FAMILY Name: D-galactose 1-dehydrogenase (EC 1.1.1.48)	1	8	1
FAMILY: PGF_00420957	FAMILY Name: D-glycerate 2-kinase (EC 2.7.1.165)	1	8	1
FAMILY: PGF_00420992	FAMILY Name: D-lactate dehydrogenase (EC 1.1.1.28)	1	8	1
FAMILY: PGF_00421005	FAMILY Name: D-mannonate oxidoreductase (EC 1.1.1.57)	2	16	2
FAMILY: PGF_00421013	FAMILY Name: 3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	1	8	1
FAMILY: PGF_00421039	FAMILY Name: D-serine/D-alanine/glycine transporter	1	8	1
FAMILY: PGF_00421078	FAMILY Name: D-xylose transport ATP-binding protein XylG	1	8	1
FAMILY: PGF_00421082	FAMILY Name: D-xylose transport ATP-binding protein XylG	1	8	1
FAMILY: PGF_00421103	FAMILY Name: 3-oxoadipate CoA-transferase subunit A (EC 2.8.3.6)	1	8	0
FAMILY: PGF_00421267	FAMILY Name: DNA gyrase, subunit B	1	8	1
FAMILY: PGF_00421489	FAMILY Name: DNA polymerase III alpha subunit (EC 2.7.7.7)	1	8	1
FAMILY: PGF_00421498	FAMILY Name: DNA polymerase III beta subunit (EC 2.7.7.7)	1	8	1
FAMILY: PGF_00421589	FAMILY Name: DNA polymerase III subunit epsilon( EC:2.7.7.7 )	1	8	1
FAMILY: PGF_00421679	FAMILY Name: DNA primase (EC 2.7.7.-)	1	8	1
FAMILY: PGF_00421733	FAMILY Name: DNA recombination and repair protein RecF	1	8	1
FAMILY: PGF_00421738	FAMILY Name: DNA recombination and repair protein RecO	1	8	1
FAMILY: PGF_00421792	FAMILY Name: DNA repair protein RadA	1	8	1
FAMILY: PGF_00421796	FAMILY Name: DNA repair protein RecN	1	8	1
FAMILY: PGF_00421868	FAMILY Name: 31 kDa outer-membrane immunogenic protein precursor	1	8	1
FAMILY: PGF_00421908	FAMILY Name: DNA uptake lipoprotein ComL	1	8	1
FAMILY: PGF_00422000	FAMILY Name: DNA-binding protein	1	8	1
FAMILY: PGF_00422163	FAMILY Name: DNA-binding response regulator ChvI	1	8	1
FAMILY: PGF_00422183	FAMILY Name: DNA-binding response regulator PetR	1	8	1
FAMILY: PGF_00422248	FAMILY Name: DNA-damage-inducible multidrug and toxic compound extrusion protein DinF	1	8	1
FAMILY: PGF_00422271	FAMILY Name: DNA-directed RNA polymerase alpha subunit (EC 2.7.7.6)	1	8	1
FAMILY: PGF_00422530	FAMILY Name: DUF488 family protein SAV0238	1	8	1
FAMILY: PGF_00422622	FAMILY Name: Death on curing protein, Doc toxin	1	8	1
FAMILY: PGF_00422633	FAMILY Name: Death on curing protein, Doc toxin	1	8	1
FAMILY: PGF_00422651	FAMILY Name: Decaprenyl diphosphate synthase (EC 2.5.1.91)	1	8	1
FAMILY: PGF_00422656	FAMILY Name: Decarboxylase family protein	1	8	1
FAMILY: PGF_00422724	FAMILY Name: DedA-family integral membrane protein	1	8	1
FAMILY: PGF_00422728	FAMILY Name: DegT/DnrJ/EryC1/StrS aminotransferase	1	8	1
FAMILY: PGF_00422918	FAMILY Name: Deoxycytidine triphosphate deaminase (EC 3.5.4.13)	1	8	1
FAMILY: PGF_00422923	FAMILY Name: Deoxycytidylate deaminase (EC 3.5.4.12)	1	8	1
FAMILY: PGF_00422959	FAMILY Name: Deoxyuridine 5'-triphosphate nucleotidohydrolase (EC 3.6.1.23)	1	8	1
FAMILY: PGF_00423089	FAMILY Name: Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26) / 5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193)	1	8	1
FAMILY: PGF_00423097	FAMILY Name: Diaminopimelate epimerase (EC 5.1.1.7)	1	8	1
FAMILY: PGF_00423121	FAMILY Name: Dienelactone hydrolase and related enzymes	1	8	1
FAMILY: PGF_00423214	FAMILY Name: Diguanylate cyclase/phosphodiesterase domain 1 (GGDEF)	1	8	1
FAMILY: PGF_00423225	FAMILY Name: Diguanylate cyclase/phosphodiesterase domain 2 (EAL)	1	8	1
FAMILY: PGF_00423263	FAMILY Name: Dihydrodipicolinate synthase family	1	8	1
FAMILY: PGF_00423300	FAMILY Name: Dihydrofolate synthase (EC 6.3.2.12) @ Folylpolyglutamate synthase (EC 6.3.2.17)	1	8	1
FAMILY: PGF_00423317	FAMILY Name: Dihydrolipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex (EC 2.3.1.168)	1	8	1
FAMILY: PGF_00423335	FAMILY Name: Dihydrolipoamide dehydrogenase of 2-oxoglutarate dehydrogenase (EC 1.8.1.4)	1	8	1
FAMILY: PGF_00423343	FAMILY Name: Dihydrolipoamide dehydrogenase of branched-chain alpha-keto acid dehydrogenase (EC 1.8.1.4)	1	8	1
FAMILY: PGF_00423361	FAMILY Name: Dihydroneopterin aldolase (EC 4.1.2.25)	1	8	1
FAMILY: PGF_00423378	FAMILY Name: Dihydroorotase (EC 3.5.2.3)	2	16	2
FAMILY: PGF_00423469	FAMILY Name: DinB superfamily	1	8	1
FAMILY: PGF_00423530	FAMILY Name: Dipeptide transport ATP-binding protein DppF (TC 3.A.1.5.2)	1	8	1
FAMILY: PGF_00423533	FAMILY Name: 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148)	1	8	1
FAMILY: PGF_00423560	FAMILY Name: Dipeptide-binding ABC transporter, periplasmic substrate-binding component (TC 3.A.1.5.2)	3	24	3
FAMILY: PGF_00423604	FAMILY Name: Dipeptidyl carboxypeptidase Dcp (EC 3.4.15.5)	1	8	1
FAMILY: PGF_00423663	FAMILY Name: DksA family protein PA5536 (no Zn-finger)	1	8	1
FAMILY: PGF_00423668	FAMILY Name: Dna binding response regulator PrrA (RegA)	1	8	1
FAMILY: PGF_00423709	FAMILY Name: DnaJ-like protein DjlA	1	8	1
FAMILY: PGF_00423927	FAMILY Name: 4-hydroxybenzoate polyprenyltransferase (EC 2.5.1.39)	1	8	1
FAMILY: PGF_00424051	FAMILY Name: ETC complex I subunit conserved region	1	8	1
FAMILY: PGF_00424123	FAMILY Name: Electron transfer flavoprotein-ubiquinone oxidoreductase (EC 1.5.5.1)	1	8	1
FAMILY: PGF_00424254	FAMILY Name: Endo-type 6-aminohexanoate oligomer hydrolase	1	8	1
FAMILY: PGF_00424298	FAMILY Name: Endoglucanase H (EC 3.2.1.4)	1	8	1
FAMILY: PGF_00424339	FAMILY Name: Endonuclease V (EC 3.2.2.17)	1	8	1
FAMILY: PGF_00424447	FAMILY Name: 4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262)	1	8	1
FAMILY: PGF_00424496	FAMILY Name: Enoyl-CoA hydratase [isoleucine degradation] (EC 4.2.1.17) / 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35) / 3-hydroxybutyryl-CoA epimerase (EC 5.1.2.3)	1	8	1
FAMILY: PGF_00424569	FAMILY Name: Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)	2	16	2
FAMILY: PGF_00424601	FAMILY Name: Enterobactin exporter EntS	2	16	1
FAMILY: PGF_00424627	FAMILY Name: Epi-inositol hydrolase (EC 3.7.1.-)	1	8	1
FAMILY: PGF_00424633	FAMILY Name: Epimerase/dehydratase WbkD	1	8	1
FAMILY: PGF_00424675	FAMILY Name: ErfK/YbiS/YcfS/YnhG	1	8	1
FAMILY: PGF_00424751	FAMILY Name: Erythritol kinase EryA (EC 2.7.1.27)	1	8	1
FAMILY: PGF_00424753	FAMILY Name: Erythritol phosphate dehydrogenase EryB	1	8	1
FAMILY: PGF_00424755	FAMILY Name: Erythritol transcriptional regulator EryD	1	8	1
